feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	YEAST-CENPK-LOWGROWTH
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_122	CENPK1137D_122		Aip1p	YMR092C	CM001534.1	445739	447586	-	reference GFF: annotation.gff	YMR092C (CENPK1137D_122) — Aip1p	85.37178726836308
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_123	CENPK1137D_123		Utp15p	YMR093W	CM001534.1	448123	449664	+	reference GFF: annotation.gff	YMR093W (CENPK1137D_123) — Utp15p	23.2819530740541
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_124	CENPK1137D_124		Coq5p	YML110C	CM001534.1	44590	45513	-	reference GFF: annotation.gff	YML110C (CENPK1137D_124) — Coq5p	225.5332904547334
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_125	CENPK1137D_125		Ctf13p	YMR094W	CM001534.1	449933	451369	+	reference GFF: annotation.gff	YMR094W (CENPK1137D_125) — Ctf13p	5.562652181984253
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_126	CENPK1137D_126		Sno1p	YMR095C	CM001534.1	451393	452067	-	reference GFF: annotation.gff	YMR095C (CENPK1137D_126) — Sno1p	39.26646898145937
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_127	CENPK1137D_127		Snz1p	YMR096W	CM001534.1	452516	453409	+	reference GFF: annotation.gff	YMR096W (CENPK1137D_127) — Snz1p	271.6903334767003
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_128	CENPK1137D_128		Mtg1p	YMR097C	CM001534.1	453532	454635	-	reference GFF: annotation.gff	YMR097C (CENPK1137D_128) — Mtg1p	55.25657999137819
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_129	CENPK1137D_129		Atp25p	YMR098C	CM001534.1	454879	456717	-	reference GFF: annotation.gff	YMR098C (CENPK1137D_129) — Atp25p	36.22227290878816
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_130	CENPK1137D_130		hypothetical protein	YMR099C	CM001534.1	458041	458934	-	reference GFF: annotation.gff	YMR099C (CENPK1137D_130) — hypothetical protein	171.9241371192053
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_131	CENPK1137D_131		Mub1p	YMR100W	CM001534.1	460408	462270	+	reference GFF: annotation.gff	YMR100W (CENPK1137D_131) — Mub1p	62.17717847305697
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_132	CENPK1137D_132		Srt1p	YMR101C	CM001534.1	462553	463584	-	reference GFF: annotation.gff	YMR101C (CENPK1137D_132) — Srt1p	15.355450563762835
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_133	CENPK1137D_133		hypothetical protein	YMR102C	CM001534.1	463955	466459	-	reference GFF: annotation.gff	YMR102C (CENPK1137D_133) — hypothetical protein	20.65772320239308
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_134	CENPK1137D_134		Ypk2p	YMR104C	CM001534.1	467527	469560	-	reference GFF: annotation.gff	YMR104C (CENPK1137D_134) — Ypk2p	79.01280631541026
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_135	CENPK1137D_135		Zds2p	YML109W	CM001534.1	46237	49065	+	reference GFF: annotation.gff	YML109W (CENPK1137D_135) — Zds2p	19.53111748055218
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_136	CENPK1137D_136		Pgm2p	YMR105C	CM001534.1	470006	471715	-	reference GFF: annotation.gff	YMR105C (CENPK1137D_136) — Pgm2p	249.31091416799603
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_137	CENPK1137D_137		Yku80p	YMR106C	CM001534.1	472411	474300	-	reference GFF: annotation.gff	YMR106C (CENPK1137D_137) — Yku80p	12.836544092578368
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_138	CENPK1137D_138		Spg4p	YMR107W	CM001534.1	477544	477891	+	reference GFF: annotation.gff	YMR107W (CENPK1137D_138) — Spg4p	7460.387317875178
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_139	CENPK1137D_139		Ilv2p	YMR108W	CM001534.1	478610	480673	+	reference GFF: annotation.gff	YMR108W (CENPK1137D_139) — Ilv2p	275.65072096099925
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_140	CENPK1137D_140		Myo5p	YMR109W	CM001534.1	481113	484772	+	reference GFF: annotation.gff	YMR109W (CENPK1137D_140) — Myo5p	20.61412989073492
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_141	CENPK1137D_141		Hfd1p	YMR110C	CM001534.1	484920	486518	-	reference GFF: annotation.gff	YMR110C (CENPK1137D_141) — Hfd1p	378.7900463033213
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_142	CENPK1137D_142		hypothetical protein	YMR111C	CM001534.1	486930	488318	-	reference GFF: annotation.gff	YMR111C (CENPK1137D_142) — hypothetical protein	24.83685942980306
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_143	CENPK1137D_143		Med11p	YMR112C	CM001534.1	488626	489021	-	reference GFF: annotation.gff	YMR112C (CENPK1137D_143) — Med11p	55.953301759294554
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_144	CENPK1137D_144		Fol3p	YMR113W	CM001534.1	489525	490808	+	reference GFF: annotation.gff	YMR113W (CENPK1137D_144) — Fol3p	31.455115338952766
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_145	CENPK1137D_145		hypothetical protein	YMR114C	CM001534.1	490869	491975	-	reference GFF: annotation.gff	YMR114C (CENPK1137D_145) — hypothetical protein	177.10196036933863
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_146	CENPK1137D_146		hypothetical protein	YML108W	CM001534.1	49391	49708	+	reference GFF: annotation.gff	YML108W (CENPK1137D_146) — hypothetical protein	94.81458705091829
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_147	CENPK1137D_147		Mgr3p	YMR115W	CM001534.1	492466	493734	+	reference GFF: annotation.gff	YMR115W (CENPK1137D_147) — Mgr3p	70.615990316201
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_148	CENPK1137D_148		Asc1p	YMR116C	CM001534.1	493981	495213	-	reference GFF: annotation.gff	YMR116C (CENPK1137D_148) — Asc1p	603.7145677024283
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_149	CENPK1137D_149		Spc24p	YMR117C	CM001534.1	495774	496415	-	reference GFF: annotation.gff	YMR117C (CENPK1137D_149) — Spc24p	19.65944708684548
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_150	CENPK1137D_150		hypothetical protein	YMR118C	CM001534.1	496668	497258	-	reference GFF: annotation.gff	YMR118C (CENPK1137D_150) — hypothetical protein	789.6954844712159
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_151	CENPK1137D_151		Asi1p	YMR119W	CM001534.1	499861	501735	+	reference GFF: annotation.gff	YMR119W (CENPK1137D_151) — Asi1p	42.10861340297452
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_152	CENPK1137D_152		Ade17p	YMR120C	CM001534.1	502030	503808	-	reference GFF: annotation.gff	YMR120C (CENPK1137D_152) — Ade17p	187.45616164360072
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_153	CENPK1137D_153		hypothetical protein	YMR122W-A	CM001534.1	505844	506098	+	reference GFF: annotation.gff	YMR122W-A (CENPK1137D_153) — hypothetical protein	1906.6785428392106
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_154	CENPK1137D_154		Pkr1p	YMR123W	CM001534.1	508121	508489	+	reference GFF: annotation.gff	YMR123W (CENPK1137D_154) — Pkr1p	74.86928367545002
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_155	CENPK1137D_155		hypothetical protein	YMR124W	CM001534.1	508982	511801	+	reference GFF: annotation.gff	YMR124W (CENPK1137D_155) — hypothetical protein	27.251804713576163
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_156	CENPK1137D_156		Sto1p	YMR125W	CM001534.1	512053	514960	+	reference GFF: annotation.gff	YMR125W (CENPK1137D_156) — Sto1p	52.46845924030727
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_157	CENPK1137D_157		Pml39p	YML107C	CM001534.1	49863	51023	-	reference GFF: annotation.gff	YML107C (CENPK1137D_157) — Pml39p	18.843266768511327
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_158	CENPK1137D_158		Dlt1p	YMR126C	CM001534.1	515275	516303	-	reference GFF: annotation.gff	YMR126C (CENPK1137D_158) — Dlt1p	19.352487142049256
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_159	CENPK1137D_159		Sas2p	YMR127C	CM001534.1	516843	517859	-	reference GFF: annotation.gff	YMR127C (CENPK1137D_159) — Sas2p	34.05962157051716
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_160	CENPK1137D_160		Ecm16p	YMR128W	CM001534.1	518210	522013	+	reference GFF: annotation.gff	YMR128W (CENPK1137D_160) — Ecm16p	14.672576474595191
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_161	CENPK1137D_161		Pom152p	YMR129W	CM001534.1	522318	526331	+	reference GFF: annotation.gff	YMR129W (CENPK1137D_161) — Pom152p	15.546995067931364
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_162	CENPK1137D_162		hypothetical protein	YMR130W	CM001534.1	526633	527541	+	reference GFF: annotation.gff	YMR130W (CENPK1137D_162) — hypothetical protein	68.49879077388009
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_163	CENPK1137D_163		Rrb1p	YMR131C	CM001534.1	527677	529212	-	reference GFF: annotation.gff	YMR131C (CENPK1137D_163) — Rrb1p	67.470983485162
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_164	CENPK1137D_164		Jlp2p	YMR132C	CM001534.1	529458	530084	-	reference GFF: annotation.gff	YMR132C (CENPK1137D_164) — Jlp2p	22.366409763875236
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_165	CENPK1137D_165		Rec114p	YMR133W	CM001534.1	530722	532124	+	reference GFF: annotation.gff	YMR133W (CENPK1137D_165) — Rec114p	0.9995537364183732
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_166	CENPK1137D_166		hypothetical protein	YMR134W	CM001534.1	532354	533067	+	reference GFF: annotation.gff	YMR134W (CENPK1137D_166) — hypothetical protein	75.42178916006601
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_167	CENPK1137D_167		Gid8p	YMR135C	CM001534.1	533187	534551	-	reference GFF: annotation.gff	YMR135C (CENPK1137D_167) — Gid8p	121.84728469913871
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_168	CENPK1137D_168		Ura5p	YML106W	CM001534.1	51371	52051	+	reference GFF: annotation.gff	YML106W (CENPK1137D_168) — Ura5p	242.37798401079127
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_169	CENPK1137D_169		Gat2p	YMR136W	CM001534.1	535694	537394	+	reference GFF: annotation.gff	YMR136W (CENPK1137D_169) — Gat2p	221.44481331191707
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_170	CENPK1137D_170		Pso2p	YMR137C	CM001534.1	537491	539476	-	reference GFF: annotation.gff	YMR137C (CENPK1137D_170) — Pso2p	31.06971362365509
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_171	CENPK1137D_171		Cin4p	YMR138W	CM001534.1	539674	540249	+	reference GFF: annotation.gff	YMR138W (CENPK1137D_171) — Cin4p	39.19829802836656
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_172	CENPK1137D_172		Rim11p	YMR139W	CM001534.1	540644	541756	+	reference GFF: annotation.gff	YMR139W (CENPK1137D_172) — Rim11p	107.98152970450097
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_173	CENPK1137D_173		Sip5p	YMR140W	CM001534.1	542233	543702	+	reference GFF: annotation.gff	YMR140W (CENPK1137D_173) — Sip5p	49.60778394159104
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_174	CENPK1137D_174		Rpl13bp	YMR142C	CM001534.1	544725	545330	-	reference GFF: annotation.gff	YMR142C (CENPK1137D_174) — Rpl13bp	982.5873838712664
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_175	CENPK1137D_175		Rps16bp	YDL083C	CM001534.1	546448	547424	+	reference GFF: annotation.gff	YDL083C (CENPK1137D_175) — Rps16bp	449.4199238958521
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_176	CENPK1137D_176		hypothetical protein	YMR144W	CM001534.1	547883	548911	+	reference GFF: annotation.gff	YMR144W (CENPK1137D_176) — hypothetical protein	28.892445592355223
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_177	CENPK1137D_177		Nde1p	YMR145C	CM001534.1	549314	550996	-	reference GFF: annotation.gff	YMR145C (CENPK1137D_177) — Nde1p	527.202591557791
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_178	CENPK1137D_178		Tif34p	YMR146C	CM001534.1	552002	553045	-	reference GFF: annotation.gff	YMR146C (CENPK1137D_178) — Tif34p	250.1168761750046
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_179	CENPK1137D_179		Sec65p	YML105C	CM001534.1	52464	53285	-	reference GFF: annotation.gff	YML105C (CENPK1137D_179) — Sec65p	94.85643358399118
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_180	CENPK1137D_180		hypothetical protein	YMR147W	CM001534.1	553715	554386	+	reference GFF: annotation.gff	YMR147W (CENPK1137D_180) — hypothetical protein	74.50111302285818
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_181	CENPK1137D_181		Osw5p	YMR148W	CM001534.1	554882	555328	+	reference GFF: annotation.gff	YMR148W (CENPK1137D_181) — Osw5p	202.0422341327887
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_182	CENPK1137D_182		Swp1p	YMR149W	CM001534.1	555512	556372	+	reference GFF: annotation.gff	YMR149W (CENPK1137D_182) — Swp1p	112.2224868434773
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_183	CENPK1137D_183		Imp1p	YMR150C	CM001534.1	556466	556957	-	reference GFF: annotation.gff	YMR150C (CENPK1137D_183) — Imp1p	147.36327281804947
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_184	CENPK1137D_184		Yim1p	YMR152W	CM001534.1	557606	558703	+	reference GFF: annotation.gff	YMR152W (CENPK1137D_184) — Yim1p	262.21071044410644
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_185	CENPK1137D_185		Nup53p	YMR153W	CM001534.1	558945	560372	+	reference GFF: annotation.gff	YMR153W (CENPK1137D_185) — Nup53p	40.951674583004596
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_186	CENPK1137D_186		Rim13p	YMR154C	CM001534.1	560509	562692	-	reference GFF: annotation.gff	YMR154C (CENPK1137D_186) — Rim13p	15.860180923633674
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_187	CENPK1137D_187		hypothetical protein	YMR155W	CM001534.1	563061	564704	+	reference GFF: annotation.gff	YMR155W (CENPK1137D_187) — hypothetical protein	42.8218791898953
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_188	CENPK1137D_188		Tpp1p	YMR156C	CM001534.1	564810	565526	-	reference GFF: annotation.gff	YMR156C (CENPK1137D_188) — Tpp1p	40.87812321739893
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_189	CENPK1137D_189		Aim36p	YMR157C	CM001534.1	565783	566550	-	reference GFF: annotation.gff	YMR157C (CENPK1137D_189) — Aim36p	60.07565241304005
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_190	CENPK1137D_190		Mdm1p	YML104C	CM001534.1	53536	56919	-	reference GFF: annotation.gff	YML104C (CENPK1137D_190) — Mdm1p	15.16751904678965
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_191	CENPK1137D_191		Mrps8p	YMR158W	CM001534.1	566754	567221	+	reference GFF: annotation.gff	YMR158W (CENPK1137D_191) — Mrps8p	83.00375387564289
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_192	CENPK1137D_192		Atg16p	YMR159C	CM001534.1	568979	569431	-	reference GFF: annotation.gff	YMR159C (CENPK1137D_192) — Atg16p	42.10217424691323
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_193	CENPK1137D_193		hypothetical protein	YMR160W	CM001534.1	569569	572019	+	reference GFF: annotation.gff	YMR160W (CENPK1137D_193) — hypothetical protein	31.983965962341593
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_194	CENPK1137D_194		Hlj1p	YMR161W	CM001534.1	572221	572895	+	reference GFF: annotation.gff	YMR161W (CENPK1137D_194) — Hlj1p	94.53038828869848
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_195	CENPK1137D_195		Dnf3p	YMR162C	CM001534.1	573454	578424	-	reference GFF: annotation.gff	YMR162C (CENPK1137D_195) — Dnf3p	18.08331653383586
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_196	CENPK1137D_196		Inp2p	YMR163C	CM001534.1	578774	580891	-	reference GFF: annotation.gff	YMR163C (CENPK1137D_196) — Inp2p	20.92304768336227
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_197	CENPK1137D_197		Mss11p	YMR164C	CM001534.1	581777	584029	-	reference GFF: annotation.gff	YMR164C (CENPK1137D_197) — Mss11p	28.072375738124048
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_198	CENPK1137D_198		Pah1p	YMR165C	CM001534.1	584519	587107	-	reference GFF: annotation.gff	YMR165C (CENPK1137D_198) — Pah1p	27.733311425408594
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_199	CENPK1137D_199		hypothetical protein	YMR166C	CM001534.1	587846	588952	-	reference GFF: annotation.gff	YMR166C (CENPK1137D_199) — hypothetical protein	20.775909513999668
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_200	CENPK1137D_200		Mlh1p	YMR167W	CM001534.1	589365	591674	+	reference GFF: annotation.gff	YMR167W (CENPK1137D_200) — Mlh1p	13.173815350922515
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_201	CENPK1137D_201		Nup188p	YML103C	CM001534.1	57180	62141	-	reference GFF: annotation.gff	YML103C (CENPK1137D_201) — Nup188p	16.36385496938517
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_202	CENPK1137D_202		Cep3p	YMR168C	CM001534.1	591811	593637	-	reference GFF: annotation.gff	YMR168C (CENPK1137D_202) — Cep3p	13.509458403191902
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_203	CENPK1137D_203		Ald3p	YMR169C	CM001534.1	593831	594010	-	reference GFF: annotation.gff	YMR169C (CENPK1137D_203) — Ald3p	218.9261465037715
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_204	CENPK1137D_204		Ear1p	YMR171C	CM001534.1	598771	600423	-	reference GFF: annotation.gff	YMR171C (CENPK1137D_204) — Ear1p	53.27833056856902
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_205	CENPK1137D_205		Hot1p	YMR172W	CM001534.1	600884	603043	+	reference GFF: annotation.gff	YMR172W (CENPK1137D_205) — Hot1p	32.00788559500574
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_206	CENPK1137D_206		Ddr48p	YMR173W	CM001534.1	603592	604527	+	reference GFF: annotation.gff	YMR173W (CENPK1137D_206) — Ddr48p	889.5185681582886
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_207	CENPK1137D_207		Pai3p	YMR174C	CM001534.1	604705	604911	-	reference GFF: annotation.gff	YMR174C (CENPK1137D_207) — Pai3p	2535.7900862250244
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_208	CENPK1137D_208		Sip18p	YMR175W	CM001534.1	605562	605801	+	reference GFF: annotation.gff	YMR175W (CENPK1137D_208) — Sip18p	13435.910532138048
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_209	CENPK1137D_209		hypothetical protein	YMR175W-A	CM001534.1	605860	606054	+	reference GFF: annotation.gff	YMR175W-A (CENPK1137D_209) — hypothetical protein	31.643308336707182
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_210	CENPK1137D_210		Ecm5p	YMR176W	CM001534.1	606286	610521	+	reference GFF: annotation.gff	YMR176W (CENPK1137D_210) — Ecm5p	15.55986141009536
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_211	CENPK1137D_211		Mmt1p	YMR177W	CM001534.1	611112	612644	+	reference GFF: annotation.gff	YMR177W (CENPK1137D_211) — Mmt1p	14.819606688557494
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_212	CENPK1137D_212		Cac2p	YML102W	CM001534.1	62886	64292	+	reference GFF: annotation.gff	YML102W (CENPK1137D_212) — Cac2p	40.76552394511342
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_213	CENPK1137D_213		hypothetical protein	YMR178W	CM001534.1	613025	613849	+	reference GFF: annotation.gff	YMR178W (CENPK1137D_213) — hypothetical protein	58.47474168667543
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_214	CENPK1137D_214		Spt21p	YMR179W	CM001534.1	614404	616680	+	reference GFF: annotation.gff	YMR179W (CENPK1137D_214) — Spt21p	10.470072976422756
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_215	CENPK1137D_215		Ctl1p	YMR180C	CM001534.1	616797	617759	-	reference GFF: annotation.gff	YMR180C (CENPK1137D_215) — Ctl1p	55.62895397907388
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_216	CENPK1137D_216		hypothetical protein	YMR181C	CM001534.1	618162	618626	-	reference GFF: annotation.gff	YMR181C (CENPK1137D_216) — hypothetical protein	407.44239319471274
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_217	CENPK1137D_217		Rgm1p	YMR182C	CM001534.1	619078	619713	-	reference GFF: annotation.gff	YMR182C (CENPK1137D_217) — Rgm1p	23.152399163596325
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_218	CENPK1137D_218		Sso2p	YMR183C	CM001534.1	621500	622387	-	reference GFF: annotation.gff	YMR183C (CENPK1137D_218) — Sso2p	139.28983929233897
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_219	CENPK1137D_219		Add37p	YMR184W	CM001534.1	622768	623364	+	reference GFF: annotation.gff	YMR184W (CENPK1137D_219) — Add37p	75.40402334917718
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_220	CENPK1137D_220		hypothetical protein	YMR185W	CM001534.1	623604	626549	+	reference GFF: annotation.gff	YMR185W (CENPK1137D_220) — hypothetical protein	21.13557393532145
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_221	CENPK1137D_221		hypothetical protein	YMR187C	CM001534.1	629302	630597	-	reference GFF: annotation.gff	YMR187C (CENPK1137D_221) — hypothetical protein	18.395336548853873
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_222	CENPK1137D_222		Mrps17p	YMR188C	CM001534.1	630904	631617	-	reference GFF: annotation.gff	YMR188C (CENPK1137D_222) — Mrps17p	116.27525828843511
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_223	CENPK1137D_223		Cox14p	YML129C	CM001534.1	9060	9272	-	reference GFF: annotation.gff	YML129C (CENPK1137D_223) — Cox14p	463.507615072894
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_224	CENPK1137D_224		Cue4p	YML101C	CM001534.1	64327	64680	-	reference GFF: annotation.gff	YML101C (CENPK1137D_224) — Cue4p	68.93024215873619
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_225	CENPK1137D_225		Gcv2p	YMR189W	CM001534.1	632113	635217	+	reference GFF: annotation.gff	YMR189W (CENPK1137D_225) — Gcv2p	37.08048198042115
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_226	CENPK1137D_226		Sgs1p	YMR190C	CM001534.1	635528	639553	-	reference GFF: annotation.gff	YMR190C (CENPK1137D_226) — Sgs1p	11.669032635005403
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_227	CENPK1137D_227		Spg5p	YMR191W	CM001534.1	640305	641426	+	reference GFF: annotation.gff	YMR191W (CENPK1137D_227) — Spg5p	517.828434524402
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_228	CENPK1137D_228		Gyl1p	YMR192W	CM001534.1	641807	643969	+	reference GFF: annotation.gff	YMR192W (CENPK1137D_228) — Gyl1p	21.136102119998277
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_229	CENPK1137D_229		Mrpl24p	YMR193W	CM001534.1	644725	645501	+	reference GFF: annotation.gff	YMR193W (CENPK1137D_229) — Mrpl24p	76.88690837516864
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_230	CENPK1137D_230		Rpl36ap	YMR194W	CM001534.1	645834	646599	+	reference GFF: annotation.gff	YMR194W (CENPK1137D_230) — Rpl36ap	185.8236945924154
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_231	CENPK1137D_231		Icy1p	YMR195W	CM001534.1	648723	649106	+	reference GFF: annotation.gff	YMR195W (CENPK1137D_231) — Icy1p	19.3556813245661
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_232	CENPK1137D_232		hypothetical protein	YMR196W	CM001534.1	649765	653031	+	reference GFF: annotation.gff	YMR196W (CENPK1137D_232) — hypothetical protein	108.00038912649413
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_233	CENPK1137D_233		Vti1p	YMR197C	CM001534.1	653234	653887	-	reference GFF: annotation.gff	YMR197C (CENPK1137D_233) — Vti1p	207.9973509830471
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_234	CENPK1137D_234		Cik1p	YMR198W	CM001534.1	654434	656218	+	reference GFF: annotation.gff	YMR198W (CENPK1137D_234) — Cik1p	13.120248739303152
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_235	CENPK1137D_235		Tsl1p	YML100W	CM001534.1	65217	68510	+	reference GFF: annotation.gff	YML100W (CENPK1137D_235) — Tsl1p	82.25216635460524
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_236	CENPK1137D_236		Cln1p	YMR199W	CM001534.1	657333	658973	+	reference GFF: annotation.gff	YMR199W (CENPK1137D_236) — Cln1p	32.90152032267315
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_237	CENPK1137D_237		Rot1p	YMR200W	CM001534.1	659441	660211	+	reference GFF: annotation.gff	YMR200W (CENPK1137D_237) — Rot1p	334.4961851811366
