feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	ECOLI-B36-RPMI
RNA:GENE:EC_B36_GCF900622635:EW036_RS00660	EW036_RS00660		ketose-bisphosphate aldolase		NZ_LR130545.1	127115	127975	+	reference GFF: annotation.gff	EW036_RS00660 — ketose-bisphosphate aldolase	0.66963472485556
RNA:GENE:EC_B36_GCF900622635:EW036_RS00665	EW036_RS00665		ROK family protein		NZ_LR130545.1	128023	128955	+	reference GFF: annotation.gff	EW036_RS00665 — ROK family protein	0.41197248881789006
RNA:GENE:EC_B36_GCF900622635:EW036_RS00670	EW036_RS00670		D-lyxose/D-mannose family sugar isomerase		NZ_LR130545.1	128936	129616	+	reference GFF: annotation.gff	EW036_RS00670 — D-lyxose/D-mannose family sugar isomerase	1.8343664893069702
RNA:GENE:EC_B36_GCF900622635:EW036_RS00675	EW036_RS00675	yicH	AsmA family protein		NZ_LR130545.1	129660	131369	-	reference GFF: annotation.gff	yicH (EW036_RS00675) — AsmA family protein	58.69514793042061
RNA:GENE:EC_B36_GCF900622635:EW036_RS00680	EW036_RS00680	xanP	xanthine/proton symporter XanP		NZ_LR130545.1	131490	132881	-	reference GFF: annotation.gff	xanP (EW036_RS00680) — xanthine/proton symporter XanP	113.31607401008092
RNA:GENE:EC_B36_GCF900622635:EW036_RS00685	EW036_RS00685	gltS	sodium/glutamate symporter		NZ_LR130545.1	133161	134366	+	reference GFF: annotation.gff	gltS (EW036_RS00685) — sodium/glutamate symporter	11.633098773174822
RNA:GENE:EC_B36_GCF900622635:EW036_RS00690	EW036_RS00690	recG	ATP-dependent DNA helicase RecG		NZ_LR130545.1	134400	136481	-	reference GFF: annotation.gff	recG (EW036_RS00690) — ATP-dependent DNA helicase RecG	49.13091000065067
RNA:GENE:EC_B36_GCF900622635:EW036_RS00695	EW036_RS00695	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH		NZ_LR130545.1	136487	137176	-	reference GFF: annotation.gff	trmH (EW036_RS00695) — tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	83.55876784067205
RNA:GENE:EC_B36_GCF900622635:EW036_RS00700	EW036_RS00700	spoT	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase		NZ_LR130545.1	137183	139291	-	reference GFF: annotation.gff	spoT (EW036_RS00700) — bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	135.550229717828
RNA:GENE:EC_B36_GCF900622635:EW036_RS00705	EW036_RS00705	rpoZ	DNA-directed RNA polymerase subunit omega		NZ_LR130545.1	139310	139585	-	reference GFF: annotation.gff	rpoZ (EW036_RS00705) — DNA-directed RNA polymerase subunit omega	206.4597888729938
RNA:GENE:EC_B36_GCF900622635:EW036_RS00710	EW036_RS00710	gmk	guanylate kinase		NZ_LR130545.1	139640	140263	-	reference GFF: annotation.gff	gmk (EW036_RS00710) — guanylate kinase	360.11619452680014
RNA:GENE:EC_B36_GCF900622635:EW036_RS00715	EW036_RS00715	ligB	NAD-dependent DNA ligase LigB		NZ_LR130545.1	140521	142203	+	reference GFF: annotation.gff	ligB (EW036_RS00715) — NAD-dependent DNA ligase LigB	5.11009279857467
RNA:GENE:EC_B36_GCF900622635:EW036_RS00720	EW036_RS00720	yicG	trimeric intracellular cation channel family protein		NZ_LR130545.1	142200	142817	-	reference GFF: annotation.gff	yicG (EW036_RS00720) — trimeric intracellular cation channel family protein	15.004747995337508
RNA:GENE:EC_B36_GCF900622635:EW036_RS00725	EW036_RS00725	yicC	YicC/YloC family endoribonuclease		NZ_LR130545.1	143069	143932	-	reference GFF: annotation.gff	yicC (EW036_RS00725) — YicC/YloC family endoribonuclease	127.90100748760274
RNA:GENE:EC_B36_GCF900622635:EW036_RS00730	EW036_RS00730	rph	ribonuclease PH		NZ_LR130545.1	144059	144775	+	reference GFF: annotation.gff	rph (EW036_RS00730) — ribonuclease PH	20.103050840329047
RNA:GENE:EC_B36_GCF900622635:EW036_RS00735	EW036_RS00735	pyrE	orotate phosphoribosyltransferase		NZ_LR130545.1	144841	145482	+	reference GFF: annotation.gff	pyrE (EW036_RS00735) — orotate phosphoribosyltransferase	14.21930745575299
RNA:GENE:EC_B36_GCF900622635:EW036_RS00740	EW036_RS00740	slmA	nucleoid occlusion factor SlmA		NZ_LR130545.1	145519	146115	-	reference GFF: annotation.gff	slmA (EW036_RS00740) — nucleoid occlusion factor SlmA	41.92984568822333
RNA:GENE:EC_B36_GCF900622635:EW036_RS00745	EW036_RS00745	dut	dUTP diphosphatase		NZ_LR130545.1	146222	146680	-	reference GFF: annotation.gff	dut (EW036_RS00745) — dUTP diphosphatase	45.32471508307477
RNA:GENE:EC_B36_GCF900622635:EW036_RS00750	EW036_RS00750	coaBC	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC		NZ_LR130545.1	146658	147878	-	reference GFF: annotation.gff	coaBC (EW036_RS00750) — bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	28.489365317012094
RNA:GENE:EC_B36_GCF900622635:EW036_RS00755	EW036_RS00755	radC	RadC family protein		NZ_LR130545.1	148050	148718	+	reference GFF: annotation.gff	radC (EW036_RS00755) — RadC family protein	51.637195208564776
RNA:GENE:EC_B36_GCF900622635:EW036_RS00760	EW036_RS00760	rpmB	50S ribosomal protein L28		NZ_LR130545.1	148935	149171	+	reference GFF: annotation.gff	rpmB (EW036_RS00760) — 50S ribosomal protein L28	2640.316036308965
RNA:GENE:EC_B36_GCF900622635:EW036_RS00765	EW036_RS00765	rpmG	50S ribosomal protein L33		NZ_LR130545.1	149192	149359	+	reference GFF: annotation.gff	rpmG (EW036_RS00765) — 50S ribosomal protein L33	711.2567082223633
RNA:GENE:EC_B36_GCF900622635:EW036_RS00770	EW036_RS00770	mutM	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase		NZ_LR130545.1	149457	150266	+	reference GFF: annotation.gff	mutM (EW036_RS00770) — bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	9.016094208981155
RNA:GENE:EC_B36_GCF900622635:EW036_RS00775	EW036_RS00775	coaD	pantetheine-phosphate adenylyltransferase		NZ_LR130545.1	150305	150784	-	reference GFF: annotation.gff	coaD (EW036_RS00775) — pantetheine-phosphate adenylyltransferase	48.14638794902889
RNA:GENE:EC_B36_GCF900622635:EW036_RS00780	EW036_RS00780	waaA	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase		NZ_LR130545.1	150792	152069	-	reference GFF: annotation.gff	waaA (EW036_RS00780) — lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	68.8362752361937
RNA:GENE:EC_B36_GCF900622635:EW036_RS00785	EW036_RS00785	rfaQ	lipopolysaccharide core heptosyltransferase RfaQ		NZ_LR130545.1	152483	153541	+	reference GFF: annotation.gff	rfaQ (EW036_RS00785) — lipopolysaccharide core heptosyltransferase RfaQ	171.63278637981665
RNA:GENE:EC_B36_GCF900622635:EW036_RS00790	EW036_RS00790	waaG	glycosyltransferase family 4 protein		NZ_LR130545.1	153538	154662	+	reference GFF: annotation.gff	waaG (EW036_RS00790) — glycosyltransferase family 4 protein	111.33927285543415
RNA:GENE:EC_B36_GCF900622635:EW036_RS00795	EW036_RS00795	rfaP	lipopolysaccharide core heptose(I) kinase RfaP		NZ_LR130545.1	154655	155452	+	reference GFF: annotation.gff	rfaP (EW036_RS00795) — lipopolysaccharide core heptose(I) kinase RfaP	144.6205416079501
RNA:GENE:EC_B36_GCF900622635:EW036_RS00800	EW036_RS00800	rfaS	LPS core biosynthesis protein RfaS		NZ_LR130545.1	155489	156424	+	reference GFF: annotation.gff	rfaS (EW036_RS00800) — LPS core biosynthesis protein RfaS	349.31091208821533
RNA:GENE:EC_B36_GCF900622635:EW036_RS00805	EW036_RS00805	waaB	lipopolysaccharide 1,6-galactosyltransferase		NZ_LR130545.1	156468	157547	+	reference GFF: annotation.gff	waaB (EW036_RS00805) — lipopolysaccharide 1,6-galactosyltransferase	446.69704910713705
RNA:GENE:EC_B36_GCF900622635:EW036_RS00810	EW036_RS00810	waaO	lipopolysaccharide 3-alpha-galactosyltransferase		NZ_LR130545.1	157547	158566	+	reference GFF: annotation.gff	waaO (EW036_RS00810) — lipopolysaccharide 3-alpha-galactosyltransferase	455.73320621925365
RNA:GENE:EC_B36_GCF900622635:EW036_RS00815	EW036_RS00815	rfaJ	lipopolysaccharide 1,2-glucosyltransferase RfaJ		NZ_LR130545.1	158606	159622	+	reference GFF: annotation.gff	rfaJ (EW036_RS00815) — lipopolysaccharide 1,2-glucosyltransferase RfaJ	354.79611526841893
RNA:GENE:EC_B36_GCF900622635:EW036_RS00820	EW036_RS00820	rfaY	lipopolysaccharide core heptose(II) kinase RfaY		NZ_LR130545.1	159640	160338	+	reference GFF: annotation.gff	rfaY (EW036_RS00820) — lipopolysaccharide core heptose(II) kinase RfaY	327.25092113222854
RNA:GENE:EC_B36_GCF900622635:EW036_RS00825	EW036_RS00825	waaZ	3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ		NZ_LR130545.1	160408	161259	+	reference GFF: annotation.gff	waaZ (EW036_RS00825) — 3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ	253.76562416401276
RNA:GENE:EC_B36_GCF900622635:EW036_RS00830	EW036_RS00830	waaU	glycosyltransferase family 9 protein		NZ_LR130545.1	161292	162365	+	reference GFF: annotation.gff	waaU (EW036_RS00830) — glycosyltransferase family 9 protein	249.80492717209475
RNA:GENE:EC_B36_GCF900622635:EW036_RS00835	EW036_RS00835	waaL	O-antigen ligase		NZ_LR130545.1	162391	163656	-	reference GFF: annotation.gff	waaL (EW036_RS00835) — O-antigen ligase	222.28051292623954
RNA:GENE:EC_B36_GCF900622635:EW036_RS00840	EW036_RS00840	rfaC	lipopolysaccharide heptosyltransferase RfaC		NZ_LR130545.1	163666	164625	-	reference GFF: annotation.gff	rfaC (EW036_RS00840) — lipopolysaccharide heptosyltransferase RfaC	95.24176327131184
RNA:GENE:EC_B36_GCF900622635:EW036_RS00845	EW036_RS00845	rfaF	ADP-heptose--LPS heptosyltransferase RfaF		NZ_LR130545.1	164629	165675	-	reference GFF: annotation.gff	rfaF (EW036_RS00845) — ADP-heptose--LPS heptosyltransferase RfaF	107.70262289415754
RNA:GENE:EC_B36_GCF900622635:EW036_RS00850	EW036_RS00850	rfaD	ADP-glyceromanno-heptose 6-epimerase		NZ_LR130545.1	165685	166617	-	reference GFF: annotation.gff	rfaD (EW036_RS00850) — ADP-glyceromanno-heptose 6-epimerase	139.86465995367365
RNA:GENE:EC_B36_GCF900622635:EW036_RS00855	EW036_RS00855	kbl	glycine C-acetyltransferase		NZ_LR130545.1	166831	168027	+	reference GFF: annotation.gff	kbl (EW036_RS00855) — glycine C-acetyltransferase	19.226544388067747
RNA:GENE:EC_B36_GCF900622635:EW036_RS00860	EW036_RS00860	tdh	L-threonine 3-dehydrogenase		NZ_LR130545.1	168037	169062	+	reference GFF: annotation.gff	tdh (EW036_RS00860) — L-threonine 3-dehydrogenase	21.681708546182175
RNA:GENE:EC_B36_GCF900622635:EW036_RS00865	EW036_RS00865	waaH	UDP-glucuronate:LPS(HepIII) glycosyltransferase		NZ_LR130545.1	169301	170335	+	reference GFF: annotation.gff	waaH (EW036_RS00865) — UDP-glucuronate:LPS(HepIII) glycosyltransferase	8.587984472513515
RNA:GENE:EC_B36_GCF900622635:EW036_RS00870	EW036_RS00870	yibQ	divergent polysaccharide deacetylase family protein		NZ_LR130545.1	170322	171281	-	reference GFF: annotation.gff	yibQ (EW036_RS00870) — divergent polysaccharide deacetylase family protein	38.036647444139255
RNA:GENE:EC_B36_GCF900622635:EW036_RS00875	EW036_RS00875	envC	murein hydrolase activator EnvC		NZ_LR130545.1	171285	172544	-	reference GFF: annotation.gff	envC (EW036_RS00875) — murein hydrolase activator EnvC	33.09855637244398
RNA:GENE:EC_B36_GCF900622635:EW036_RS00880	EW036_RS00880	gpmM	2,3-bisphosphoglycerate-independent phosphoglycerate mutase		NZ_LR130545.1	172578	174122	-	reference GFF: annotation.gff	gpmM (EW036_RS00880) — 2,3-bisphosphoglycerate-independent phosphoglycerate mutase	179.43501747792212
RNA:GENE:EC_B36_GCF900622635:EW036_RS00885	EW036_RS00885	yibN	rhodanese-like domain-containing protein		NZ_LR130545.1	174366	174797	+	reference GFF: annotation.gff	yibN (EW036_RS00885) — rhodanese-like domain-containing protein	192.2963843009262
RNA:GENE:EC_B36_GCF900622635:EW036_RS00890	EW036_RS00890	grxC	glutaredoxin 3		NZ_LR130545.1	174938	175189	+	reference GFF: annotation.gff	grxC (EW036_RS00890) — glutaredoxin 3	234.70232082072891
RNA:GENE:EC_B36_GCF900622635:EW036_RS00895	EW036_RS00895	secB	protein-export chaperone SecB		NZ_LR130545.1	175253	175720	+	reference GFF: annotation.gff	secB (EW036_RS00895) — protein-export chaperone SecB	226.37195037605136
RNA:GENE:EC_B36_GCF900622635:EW036_RS00900	EW036_RS00900	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase		NZ_LR130545.1	175720	176739	+	reference GFF: annotation.gff	gpsA (EW036_RS00900) — NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	91.61768331746234
RNA:GENE:EC_B36_GCF900622635:EW036_RS00905	EW036_RS00905	cysE	serine O-acetyltransferase		NZ_LR130545.1	176819	177640	+	reference GFF: annotation.gff	cysE (EW036_RS00905) — serine O-acetyltransferase	71.42648202341631
RNA:GENE:EC_B36_GCF900622635:EW036_RS00910	EW036_RS00910	trmL	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL		NZ_LR130545.1	177693	178166	-	reference GFF: annotation.gff	trmL (EW036_RS00910) — tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	9.832257966906083
RNA:GENE:EC_B36_GCF900622635:EW036_RS00915	EW036_RS00915	lldD	quinone-dependent L-lactate dehydrogenase		NZ_LR130545.1	178214	179404	-	reference GFF: annotation.gff	lldD (EW036_RS00915) — quinone-dependent L-lactate dehydrogenase	4.2761602853811596
RNA:GENE:EC_B36_GCF900622635:EW036_RS00920	EW036_RS00920	lldR	transcriptional regulator LldR		NZ_LR130545.1	179401	180177	-	reference GFF: annotation.gff	lldR (EW036_RS00920) — transcriptional regulator LldR	1.6695622531871728
RNA:GENE:EC_B36_GCF900622635:EW036_RS00925	EW036_RS00925	lldP	L-lactate permease		NZ_LR130545.1	180177	181832	-	reference GFF: annotation.gff	lldP (EW036_RS00925) — L-lactate permease	3.452601865638879
RNA:GENE:EC_B36_GCF900622635:EW036_RS00930	EW036_RS00930		YadA-like family protein		NZ_LR130545.1	182250	186593	-	reference GFF: annotation.gff	EW036_RS00930 — YadA-like family protein	5.331103247477499
RNA:GENE:EC_B36_GCF900622635:EW036_RS00935	EW036_RS00935		DUF3251 domain-containing protein		NZ_LR130545.1	186637	187317	-	reference GFF: annotation.gff	EW036_RS00935 — DUF3251 domain-containing protein	0.9877358019345226
RNA:GENE:EC_B36_GCF900622635:EW036_RS00940	EW036_RS00940	yibL	YibL family ribosome-associated protein		NZ_LR130545.1	187861	188223	-	reference GFF: annotation.gff	yibL (EW036_RS00940) — YibL family ribosome-associated protein	244.20222543518722
RNA:GENE:EC_B36_GCF900622635:EW036_RS00945	EW036_RS00945	yibT	protein YibT		NZ_LR130545.1	188507	188716	+	reference GFF: annotation.gff	yibT (EW036_RS00945) — protein YibT	33.632404055870495
RNA:GENE:EC_B36_GCF900622635:EW036_RS00950	EW036_RS00950	mtlR	mannitol operon repressor MtlR		NZ_LR130545.1	188727	189314	-	reference GFF: annotation.gff	mtlR (EW036_RS00950) — mannitol operon repressor MtlR	17.97650362558676
RNA:GENE:EC_B36_GCF900622635:EW036_RS00955	EW036_RS00955	mtlD	mannitol-1-phosphate 5-dehydrogenase		NZ_LR130545.1	189314	190462	-	reference GFF: annotation.gff	mtlD (EW036_RS00955) — mannitol-1-phosphate 5-dehydrogenase	11.039356795660588
RNA:GENE:EC_B36_GCF900622635:EW036_RS00960	EW036_RS00960	mtlA	PTS mannitol transporter subunit IICBA		NZ_LR130545.1	190782	192695	-	reference GFF: annotation.gff	mtlA (EW036_RS00960) — PTS mannitol transporter subunit IICBA	3.338639901052975
RNA:GENE:EC_B36_GCF900622635:EW036_RS00965	EW036_RS00965	yibI	DUF3302 domain-containing protein		NZ_LR130545.1	193232	193594	+	reference GFF: annotation.gff	yibI (EW036_RS00965) — DUF3302 domain-containing protein	0.39707678932550766
RNA:GENE:EC_B36_GCF900622635:EW036_RS00970	EW036_RS00970	yibH	HlyD family secretion protein		NZ_LR130545.1	193597	194733	+	reference GFF: annotation.gff	yibH (EW036_RS00970) — HlyD family secretion protein	2.070596555770391
RNA:GENE:EC_B36_GCF900622635:EW036_RS00975	EW036_RS00975	yibF	glutathione S-transferase		NZ_LR130545.1	194804	195412	+	reference GFF: annotation.gff	yibF (EW036_RS00975) — glutathione S-transferase	13.806405605858167
RNA:GENE:EC_B36_GCF900622635:EW036_RS00980	EW036_RS00980	selA	L-seryl-tRNA(Sec) selenium transferase		NZ_LR130545.1	195510	196901	+	reference GFF: annotation.gff	selA (EW036_RS00980) — L-seryl-tRNA(Sec) selenium transferase	37.6224552759635
RNA:GENE:EC_B36_GCF900622635:EW036_RS00985	EW036_RS00985	selB	selenocysteine-specific translation elongation factor		NZ_LR130545.1	196898	198742	+	reference GFF: annotation.gff	selB (EW036_RS00985) — selenocysteine-specific translation elongation factor	37.7339167456108
RNA:GENE:EC_B36_GCF900622635:EW036_RS00990	EW036_RS00990	yiaY	L-threonine dehydrogenase		NZ_LR130545.1	198933	200084	+	reference GFF: annotation.gff	yiaY (EW036_RS00990) — L-threonine dehydrogenase	3.7119096738249935
RNA:GENE:EC_B36_GCF900622635:EW036_RS00995	EW036_RS00995		Fic family protein		NZ_LR130545.1	200214	201509	+	reference GFF: annotation.gff	EW036_RS00995 — Fic family protein	6.932605333386004
RNA:GENE:EC_B36_GCF900622635:EW036_RS01000	EW036_RS01000	aldB	aldehyde dehydrogenase AldB		NZ_LR130545.1	201617	203155	+	reference GFF: annotation.gff	aldB (EW036_RS01000) — aldehyde dehydrogenase AldB	3.121916277348046
RNA:GENE:EC_B36_GCF900622635:EW036_RS01005	EW036_RS01005		glycoside hydrolase family 127 protein		NZ_LR130545.1	203336	205305	-	reference GFF: annotation.gff	EW036_RS01005 — glycoside hydrolase family 127 protein	1.390171886283262
RNA:GENE:EC_B36_GCF900622635:EW036_RS01010	EW036_RS01010		MFS transporter		NZ_LR130545.1	205316	206716	-	reference GFF: annotation.gff	EW036_RS01010 — MFS transporter	0.3086485535870648
RNA:GENE:EC_B36_GCF900622635:EW036_RS01015	EW036_RS01015		AraC family transcriptional regulator		NZ_LR130545.1	206942	207757	+	reference GFF: annotation.gff	EW036_RS01015 — AraC family transcriptional regulator	1.3542459616334408
RNA:GENE:EC_B36_GCF900622635:EW036_RS01020	EW036_RS01020	araD	L-ribulose-5-phosphate 4-epimerase		NZ_LR130545.1	207789	208484	-	reference GFF: annotation.gff	araD (EW036_RS01020) — L-ribulose-5-phosphate 4-epimerase	0.5522562242343267
RNA:GENE:EC_B36_GCF900622635:EW036_RS01025	EW036_RS01025	sgbU	L-ribulose-5-phosphate 3-epimerase		NZ_LR130545.1	208478	209338	-	reference GFF: annotation.gff	sgbU (EW036_RS01025) — L-ribulose-5-phosphate 3-epimerase	0.33481736242778
RNA:GENE:EC_B36_GCF900622635:EW036_RS01030	EW036_RS01030	ulaD	3-keto-L-gulonate-6-phosphate decarboxylase UlaD		NZ_LR130545.1	209331	209993	-	reference GFF: annotation.gff	ulaD (EW036_RS01030) — 3-keto-L-gulonate-6-phosphate decarboxylase UlaD	0.0724680113248664
RNA:GENE:EC_B36_GCF900622635:EW036_RS01035	EW036_RS01035	lyxK	L-xylulokinase		NZ_LR130545.1	209990	211486	-	reference GFF: annotation.gff	lyxK (EW036_RS01035) — L-xylulokinase	0.288855459970259
RNA:GENE:EC_B36_GCF900622635:EW036_RS01040	EW036_RS01040	yiaO	2,3-diketo-L-gulonate TRAP transporter substrate-binding protein YiaO		NZ_LR130545.1	211490	212476	-	reference GFF: annotation.gff	yiaO (EW036_RS01040) — 2,3-diketo-L-gulonate TRAP transporter substrate-binding protein YiaO	0.29207472041572297
RNA:GENE:EC_B36_GCF900622635:EW036_RS01045	EW036_RS01045	yiaN	2,3-diketo-L-gulonate TRAP transporter large permease YiaN		NZ_LR130545.1	212489	213766	-	reference GFF: annotation.gff	yiaN (EW036_RS01045) — 2,3-diketo-L-gulonate TRAP transporter large permease YiaN	0.15037962913422978
RNA:GENE:EC_B36_GCF900622635:EW036_RS01050	EW036_RS01050	yiaM	2,3-diketo-L-gulonate TRAP transporter small permease YiaM		NZ_LR130545.1	213769	214236	-	reference GFF: annotation.gff	yiaM (EW036_RS01050) — 2,3-diketo-L-gulonate TRAP transporter small permease YiaM	0.0
