feature_id	protein_accession	gene_id	gene_name	protein_name	best_protein_q	display_label	annotation_source	ECOLI-B36-RPMI
PROT:WP_000999850.1	WP_000999850.1	EW036_RS00610		tetratricopeptide repeat protein	0.0004998375	EW036_RS00610 — tetratricopeptide repeat protein	search FASTA description + reference GFF	28.296782984519204
PROT:WP_000999947.1	WP_000999947.1	EW036_RS25195	cyaY	iron donor protein CyaY	0.0004998375	cyaY — iron donor protein CyaY	search FASTA description + reference GFF	27.828214610022567
PROT:WP_001000369.1	WP_001000369.1	EW036_RS08270	glpC	anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC	0.0004998375	glpC — anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC	search FASTA description + reference GFF	30.62665702059169
PROT:WP_001001691.1	WP_001001691.1	EW036_RS17135	artQ	arginine ABC transporter permease ArtQ	0.0006380505	artQ — arginine ABC transporter permease ArtQ	search FASTA description + reference GFF	24.02204373953968
PROT:WP_001001921.1	WP_001001921.1	EW036_RS09140	ycdY	molecular chaperone YcdY	0.0004998375	ycdY — molecular chaperone YcdY	search FASTA description + reference GFF	29.39930868004955
PROT:WP_001003709.1	WP_001003709.1	EW036_RS07255	tal	transaldolase	0.0004998375	tal — transaldolase	search FASTA description + reference GFF	34.148358927308216
PROT:WP_001005448.1	WP_001005448.1	EW036_RS15780	apbC	iron-sulfur cluster carrier protein ApbC	0.0004998375	apbC — iron-sulfur cluster carrier protein ApbC	search FASTA description + reference GFF	31.29728381052224
PROT:WP_001005578.1	WP_001005578.1	EW036_RS24355	ppc	phosphoenolpyruvate carboxylase	0.0004998375	ppc — phosphoenolpyruvate carboxylase	search FASTA description + reference GFF	32.39038210397245
PROT:WP_001008535.1	WP_001008535.1	EW036_RS09425	fabG	3-oxoacyl-ACP reductase FabG	0.0004998375	fabG — 3-oxoacyl-ACP reductase FabG	search FASTA description + reference GFF	33.0200682327716
PROT:WP_001008954.1	WP_001008954.1	EW036_RS01635	nikC	nickel ABC transporter permease subunit NikC	0.0018952931	nikC — nickel ABC transporter permease subunit NikC	search FASTA description + reference GFF	28.347905238519456
PROT:WP_001009870.1	WP_001009870.1	EW036_RS19375	acpH	ACP phosphodiesterase	0.0004998375	acpH — ACP phosphodiesterase	search FASTA description + reference GFF	24.42746099183743
PROT:WP_001012588.1	WP_001012588.1	EW036_RS25390	ilvG	acetolactate synthase 2 catalytic subunit	0.0004998375	ilvG — acetolactate synthase 2 catalytic subunit	search FASTA description + reference GFF	28.49551867700693
PROT:WP_001014486.1	WP_001014486.1	EW036_RS00455	draD	Dr fimbrial tip invasin DraD	0.0004998375	draD — Dr fimbrial tip invasin DraD	search FASTA description + reference GFF	27.523194798134725
PROT:WP_001016671.1	WP_001016671.1	EW036_RS24260	murB	UDP-N-acetylmuramate dehydrogenase	0.0004998375	murB — UDP-N-acetylmuramate dehydrogenase	search FASTA description + reference GFF	22.903830140921908
PROT:WP_001017192.1	WP_001017192.1	EW036_RS01480	chuS	hematinate-forming heme oxygenase ChuS	0.0004998375	chuS — hematinate-forming heme oxygenase ChuS	search FASTA description + reference GFF	26.524364454206307
PROT:WP_001018040.1	WP_001018040.1	EW036_RS18185	ybeZ	PhoH family protein	0.0004998375	ybeZ — PhoH family protein	search FASTA description + reference GFF	31.98846464273048
PROT:WP_001018194.1	WP_001018194.1	EW036_RS20580	map	type I methionyl aminopeptidase	0.0004998375	map — type I methionyl aminopeptidase	search FASTA description + reference GFF	30.71529649424755
PROT:WP_001018504.1	WP_001018504.1	EW036_RS09075	putP	sodium/proline symporter PutP	0.0004998375	putP — sodium/proline symporter PutP	search FASTA description + reference GFF	25.529080908668902
PROT:WP_001018618.1	WP_001018618.1	EW036_RS18030	fldA	flavodoxin FldA	0.0004998375	fldA — flavodoxin FldA	search FASTA description + reference GFF	29.740050339216328
PROT:WP_001019197.1	WP_001019197.1	EW036_RS08955	gnsA	GnsA/GnsB family addiction module toxin	0.0004998375	gnsA — GnsA/GnsB family addiction module toxin	search FASTA description + reference GFF	29.197044359946943
PROT:WP_001019643.1	WP_001019643.1	EW036_RS00560	brxC	BREX system P-loop protein BrxC	0.0004998375	brxC — BREX system P-loop protein BrxC	search FASTA description + reference GFF	31.55863479788683
PROT:WP_001019882.1	WP_001019882.1	EW036_RS13170	yeaG	protein kinase YeaG	0.0004998375	yeaG — protein kinase YeaG	search FASTA description + reference GFF	31.950271976361304
PROT:WP_001019923.1	WP_001019923.1	EW036_RS19935	yagU	YagU family protein	0.0004998375	yagU — YagU family protein	search FASTA description + reference GFF	29.75209527771045
PROT:WP_001021005.1	WP_001021005.1	EW036_RS20490	ldcC	lysine decarboxylase LdcC	0.0004998375	ldcC — lysine decarboxylase LdcC	search FASTA description + reference GFF	29.26682724774269
PROT:WP_001021161.1	WP_001021161.1	EW036_RS19320	ribH	6,7-dimethyl-8-ribityllumazine synthase	0.0004998375	ribH — 6,7-dimethyl-8-ribityllumazine synthase	search FASTA description + reference GFF	32.64430587697144
PROT:WP_001021994.1	WP_001021994.1	EW036_RS01725	livJ	branched chain amino acid ABC transporter substrate-binding protein LivJ	0.0004998375	livJ — branched chain amino acid ABC transporter substrate-binding protein LivJ	search FASTA description + reference GFF	27.488829816624676
PROT:WP_001022015.1	WP_001022015.1	EW036_RS22105	mtnA	S-methyl-5-thioribose-1-phosphate isomerase	0.0004998375	mtnA — S-methyl-5-thioribose-1-phosphate isomerase	search FASTA description + reference GFF	26.233381077445472
PROT:WP_001023114.1	WP_001023114.1	EW036_RS18105	nagE	PTS N-acetyl glucosamine transporter subunit IIABC	0.0004998375	nagE — PTS N-acetyl glucosamine transporter subunit IIABC	search FASTA description + reference GFF	30.271849039089684
PROT:WP_001023641.1	WP_001023641.1	EW036_RS15430	rfbD	dTDP-4-dehydrorhamnose reductase	0.0004998375	rfbD — dTDP-4-dehydrorhamnose reductase	search FASTA description + reference GFF	30.71198784015277
PROT:WP_001025326.1	WP_001025326.1	EW036_RS13645	argS	arginine--tRNA ligase	0.0004998375	argS — arginine--tRNA ligase	search FASTA description + reference GFF	31.366068341405374
PROT:WP_001025939.1	WP_001025939.1	EW036_RS24330	oxyR	DNA-binding transcriptional regulator OxyR	0.0004998375	oxyR — DNA-binding transcriptional regulator OxyR	search FASTA description + reference GFF	29.60313752846176
PROT:WP_001026276.1	WP_001026276.1	EW036_RS23215	groS	co-chaperone GroES	0.0004998375	groS — co-chaperone GroES	search FASTA description + reference GFF	34.2073503520549
PROT:WP_001026418.1	WP_001026418.1	EW036_RS16200	ccmE	cytochrome c maturation protein CcmE	0.0004998375	ccmE — cytochrome c maturation protein CcmE	search FASTA description + reference GFF	27.90323128074735
PROT:WP_001027935.1	WP_001027935.1	EW036_RS11620	ydcF	DUF218 domain-containing protein YdcF	0.0004998375	ydcF — DUF218 domain-containing protein YdcF	search FASTA description + reference GFF	28.24699013978838
PROT:WP_001028309.1	WP_001028309.1	EW036_RS07975	yfcH	TIGR01777 family oxidoreductase	0.0004998375	yfcH — TIGR01777 family oxidoreductase	search FASTA description + reference GFF	29.07367054649857
PROT:WP_001028626.1	WP_001028626.1	EW036_RS07125	purN	phosphoribosylglycinamide formyltransferase	0.0004998375	purN — phosphoribosylglycinamide formyltransferase	search FASTA description + reference GFF	29.73642445313285
PROT:WP_001029106.1	WP_001029106.1	EW036_RS13415	msrC	L-methionine (R)-S-oxide reductase	0.0004998375	msrC — L-methionine (R)-S-oxide reductase	search FASTA description + reference GFF	28.13689203792887
PROT:WP_001029685.1	WP_001029685.1	EW036_RS02520	rpsK	30S ribosomal protein S11	0.0004998375	rpsK — 30S ribosomal protein S11	search FASTA description + reference GFF	33.93929609310231
PROT:WP_001029745.1	WP_001029745.1	EW036_RS21785		type I restriction-modification system subunit M	0.0004998375	EW036_RS21785 — type I restriction-modification system subunit M	search FASTA description + reference GFF	24.974510180804888
PROT:WP_001031057.1	WP_001031057.1	EW036_RS03155	nusA	transcription termination factor NusA	0.0004998375	nusA — transcription termination factor NusA	search FASTA description + reference GFF	33.43519603603614
PROT:WP_001031530.1	WP_001031530.1	EW036_RS11140	yciN	YciN family protein	0.0004998375	yciN — YciN family protein	search FASTA description + reference GFF	32.08001890809168
PROT:WP_001031711.1	WP_001031711.1	EW036_RS02100	gph	phosphoglycolate phosphatase	0.0004998375	gph — phosphoglycolate phosphatase	search FASTA description + reference GFF	30.27540230992678
PROT:WP_001033350.1	WP_001033350.1	EW036_RS10405	dauA	C4-dicarboxylic acid transporter DauA	0.00051109836	dauA — C4-dicarboxylic acid transporter DauA	search FASTA description + reference GFF	25.143361216290216
PROT:WP_001033695.1	WP_001033695.1	EW036_RS09545	lolD	lipoprotein-releasing ABC transporter ATP-binding protein LolD	0.0004998375	lolD — lipoprotein-releasing ABC transporter ATP-binding protein LolD	search FASTA description + reference GFF	29.50027034267113
PROT:WP_001033720.1	WP_001033720.1	EW036_RS24575	cpxR	envelope stress response regulator transcription factor CpxR	0.0004998375	cpxR — envelope stress response regulator transcription factor CpxR	search FASTA description + reference GFF	31.72144301219524
PROT:WP_001034044.1	WP_001034044.1	EW036_RS26425		type II toxin-antitoxin system VapC family toxin	0.0004998375	EW036_RS26425 — type II toxin-antitoxin system VapC family toxin	search FASTA description + reference GFF	25.5837284744092
PROT:WP_001034046.1	WP_001034046.1	EW036_RS26440		type II toxin-antitoxin system VapC family toxin	0.0004998375	EW036_RS26440 — type II toxin-antitoxin system VapC family toxin	search FASTA description + reference GFF	27.473392807109047
PROT:WP_001036964.1	WP_001036964.1	EW036_RS15970	mglB	galactose/glucose ABC transporter substrate-binding protein MglB	0.0004998375	mglB — galactose/glucose ABC transporter substrate-binding protein MglB	search FASTA description + reference GFF	33.3225439358278
PROT:WP_001037384.1	WP_001037384.1	EW036_RS21835	yjiN	DUF445 domain-containing protein	0.0004998375	yjiN — DUF445 domain-containing protein	search FASTA description + reference GFF	23.667430201484983
PROT:WP_001039046.1	WP_001039046.1	EW036_RS12950	osmE	osmotically-inducible lipoprotein OsmE	0.0004998375	osmE — osmotically-inducible lipoprotein OsmE	search FASTA description + reference GFF	35.11251077881221
PROT:WP_001040187.1	WP_001040187.1	EW036_RS17025	infA	translation initiation factor IF-1	0.0004998375	infA — translation initiation factor IF-1	search FASTA description + reference GFF	31.35438306188936
PROT:WP_001040205.1	WP_001040205.1	EW036_RS03165	rbfA	30S ribosome-binding factor RbfA	0.0004998375	rbfA — 30S ribosome-binding factor RbfA	search FASTA description + reference GFF	31.117765754774613
PROT:WP_001040681.1	WP_001040681.1	EW036_RS01705	ftsY	signal recognition particle-docking protein FtsY	0.0004998375	ftsY — signal recognition particle-docking protein FtsY	search FASTA description + reference GFF	30.75591355504601
PROT:WP_001041010.1	WP_001041010.1	EW036_RS03455	yhaJ	DNA-binding transcriptional regulator YhaJ	0.0004998375	yhaJ — DNA-binding transcriptional regulator YhaJ	search FASTA description + reference GFF	28.0962469531326
PROT:WP_001042013.1	WP_001042013.1	EW036_RS01715	ftsX	permease-like cell division protein FtsX	0.0004998375	ftsX — permease-like cell division protein FtsX	search FASTA description + reference GFF	26.21884276487951
PROT:WP_001043375.1	WP_001043375.1	EW036_RS12335	ydgA	YdgA family protein	0.0004998375	ydgA — YdgA family protein	search FASTA description + reference GFF	33.94415319220225
PROT:WP_001043561.1	WP_001043561.1	EW036_RS17010	cydD	heme ABC transporter permease/ATP-binding protein CydD	0.0004998375	cydD — heme ABC transporter permease/ATP-binding protein CydD	search FASTA description + reference GFF	26.480717258329864
PROT:WP_001043795.1	WP_001043795.1	EW036_RS07860	mepA	penicillin-insensitive murein endopeptidase	0.0004998375	mepA — penicillin-insensitive murein endopeptidase	search FASTA description + reference GFF	25.45696829191506
PROT:WP_001044302.1	WP_001044302.1	EW036_RS09005	agp	bifunctional glucose-1-phosphatase/inositol phosphatase	0.0004998375	agp — bifunctional glucose-1-phosphatase/inositol phosphatase	search FASTA description + reference GFF	33.302721973886385
PROT:WP_001044513.1	WP_001044513.1	EW036_RS24125	hupA	nucleoid-associated protein HU-alpha	0.0004998375	hupA — nucleoid-associated protein HU-alpha	search FASTA description + reference GFF	35.53607866555664
PROT:WP_001044880.1	WP_001044880.1	EW036_RS18265	ybeL	zinc ribbon-containing protein	0.0004998375	ybeL — zinc ribbon-containing protein	search FASTA description + reference GFF	31.472265828485515
PROT:WP_001046304.1	WP_001046304.1	EW036_RS19805	rclA	reactive chlorine resistance oxidoreductase RclA	0.0004998375	rclA — reactive chlorine resistance oxidoreductase RclA	search FASTA description + reference GFF	29.98155925487019
PROT:WP_001046838.1	WP_001046838.1	EW036_RS11495	smrA	DNA endonuclease SmrA	0.0004998375	smrA — DNA endonuclease SmrA	search FASTA description + reference GFF	25.418879144512815
PROT:WP_001047336.1	WP_001047336.1	EW036_RS03065	ispB	octaprenyl diphosphate synthase	0.0004998375	ispB — octaprenyl diphosphate synthase	search FASTA description + reference GFF	29.5020135292994
PROT:WP_001048602.1	WP_001048602.1	EW036_RS17820	sucC	ADP-forming succinate--CoA ligase subunit beta	0.0004998375	sucC — ADP-forming succinate--CoA ligase subunit beta	search FASTA description + reference GFF	34.577973287215855
PROT:WP_001051798.1	WP_001051798.1	EW036_RS00765	rpmG	50S ribosomal protein L33	0.0004998375	rpmG — 50S ribosomal protein L33	search FASTA description + reference GFF	32.80845445102851
PROT:WP_001052123.1	WP_001052123.1	EW036_RS23410	pmrB	two-component system sensor histidine kinase PmrB	0.0004998375	pmrB — two-component system sensor histidine kinase PmrB	search FASTA description + reference GFF	29.704203381283914
PROT:WP_001052187.1	WP_001052187.1	EW036_RS24860	mobA	molybdenum cofactor guanylyltransferase MobA	0.0004998375	mobA — molybdenum cofactor guanylyltransferase MobA	search FASTA description + reference GFF	24.825111874490588
PROT:WP_001052219.1	WP_001052219.1	EW036_RS25545	atpF	F0F1 ATP synthase subunit B	0.0004998375	atpF — F0F1 ATP synthase subunit B	search FASTA description + reference GFF	32.70188068468625
PROT:WP_001052747.1	WP_001052747.1	EW036_RS20355	gloB	hydroxyacylglutathione hydrolase	0.0004998375	gloB — hydroxyacylglutathione hydrolase	search FASTA description + reference GFF	29.49207532287771
PROT:WP_001053178.1	WP_001053178.1	EW036_RS04920	yqgE	YqgE/AlgH family protein	0.0004998375	yqgE — YqgE/AlgH family protein	search FASTA description + reference GFF	28.910525265717688
PROT:WP_001054420.1	WP_001054420.1	EW036_RS03100	yhbY	ribosome assembly RNA-binding protein YhbY	0.0004998375	yhbY — ribosome assembly RNA-binding protein YhbY	search FASTA description + reference GFF	28.515139959096565
PROT:WP_001054527.1	WP_001054527.1	EW036_RS25325	rho	transcription termination factor Rho	0.0004998375	rho — transcription termination factor Rho	search FASTA description + reference GFF	34.01765757176863
PROT:WP_001055794.1	WP_001055794.1	EW036_RS13405	prc	carboxy terminal-processing peptidase	0.0004998375	prc — carboxy terminal-processing peptidase	search FASTA description + reference GFF	31.15648035464375
PROT:WP_001056273.1	WP_001056273.1	EW036_RS25470	rbsB	ribose ABC transporter substrate-binding protein RbsB	0.0004998375	rbsB — ribose ABC transporter substrate-binding protein RbsB	search FASTA description + reference GFF	33.033607033668325
PROT:WP_001056384.1	WP_001056384.1	EW036_RS17345	ldtB	L,D-transpeptidase	0.0004998375	ldtB — L,D-transpeptidase	search FASTA description + reference GFF	31.81024364015593
PROT:WP_001056618.1	WP_001056618.1	EW036_RS08105	nuoL	NADH-quinone oxidoreductase subunit L	0.0004998375	nuoL — NADH-quinone oxidoreductase subunit L	search FASTA description + reference GFF	24.07607177484636
PROT:WP_001057453.1	WP_001057453.1	EW036_RS01490	slp	outer membrane lipoprotein Slp	0.0004998375	slp — outer membrane lipoprotein Slp	search FASTA description + reference GFF	34.86705172657469
PROT:WP_001058227.1	WP_001058227.1	EW036_RS03365	garL	2-dehydro-3-deoxyglucarate aldolase	0.0004998375	garL — 2-dehydro-3-deoxyglucarate aldolase	search FASTA description + reference GFF	27.690671739500296
PROT:WP_001058819.1	WP_001058819.1	EW036_RS03985	yqhD	alcohol dehydrogenase	0.0004998375	yqhD — alcohol dehydrogenase	search FASTA description + reference GFF	32.23221687885344
PROT:WP_001059176.1	WP_001059176.1	EW036_RS06560	nadK	NAD(+) kinase	0.0004998375	nadK — NAD(+) kinase	search FASTA description + reference GFF	26.075456789237123
